"","ProjID","IndivID","SampleID","NameConvention","Species","CommonName","PCL_cm","FL_cm","TL_cm","Weight_g","Sex","Date","Lat","Long","FishingType","TrawlStation","TrawlName","Person","d13C","d13C_SD","WT.C","WT.C_SD","d15N","d15N_SD","WT.N","WT.N_SD","d34S","d34S_SD","WT.S","WT.S_SD","CN","Tissue","LipidExtraction","UreaExtraction","ExtractionNotes","OtherData","Notes","X","Environmental.Variables.from.the.trawl","CommonNameTissue","meand13C","sdd13C","meand15N","sdd15N","kmeans"
"65","Whelk","IO20230204","IO20230204",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",2,1.68,"","7/10/23",39.2736347,-75.2886282,"16' Trawl","16","DNREC","RW",-17.18534678,0.142789333,34.35772763,0.187000804,14.24557559,0.221828718,8.536163374,0.037784811,NA,NA,NA,NA,4.024961347,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"66","Whelk","CC20230201","CC20230201",NA,"Palaemon vulgaris","Grass Shrimp",NA,"",4.4,0.69,"","7/10/23",39.2736347,-75.2886282,"16' Trawl","16","DNREC","RW",-17.95605717,0.136315811,44.58288849,0.132013297,15.87205627,0.223935042,14.13313809,0.072600431,NA,NA,NA,NA,3.154493235,"whole","Chemical","","","","",NA,NA,"Grass Shrimp",-17.95605717,NA,15.87205627,NA,4
"67","Whelk","CS20230201","CS20230201",NA,"Callinectes sapidus","Blue Crab",NA,"",3.9,4.77,"F","7/10/23",39.2736347,-75.2886282,"16' Trawl","16","DNREC","RW",-18.89199426,0.136449641,44.45584606,0.1840886,14.76597369,0.223718622,13.93107295,0.088731145,NA,NA,NA,NA,3.191128654,"body","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"68","Whelk","CS20230202","CS20230202",NA,"Callinectes sapidus","Blue Crab",NA,"",6.9,22.63,"M","7/10/23",39.2736347,-75.2886282,"16' Trawl","16","DNREC","RW",-18.45870541,0.136424781,41.02548684,0.169684472,13.11959045,0.222423028,11.44478511,0.038987648,NA,NA,NA,NA,3.584644575,"body","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"69","Whelk","CV20230101","CV20230101",NA,"Crassostrea virginica","Oyster",NA,"",9,102.68,"","7/10/23",39.2486073,-75.3725151,"16' Trawl","21","DNREC","RW",-19.38537772,0.143001712,46.8037027,0.217921202,12.18358877,0.220450091,11.90546253,0.04928183,NA,NA,NA,NA,3.93127966,"whole","Chemical","","","","",NA,NA,"Oyster",-19.7044597925,0.888993575537079,12.0724032041667,0.445055403023401,2
"70","Whelk","CV20230102","CV20230102",NA,"Crassostrea virginica","Oyster",NA,"",10.2,121.93,"","7/10/23",39.2486073,-75.3725151,"16' Trawl","21","DNREC","RW",-19.04532315,0.142963367,44.38116262,0.198850727,13.01242661,0.220977507,10.94741459,0.045467005,NA,NA,NA,NA,4.054031412,"whole","Chemical","","","","",NA,NA,"Oyster",-19.7044597925,0.888993575537079,12.0724032041667,0.445055403023401,2
"71","Whelk","CV20230103","CV20230103",NA,"Crassostrea virginica","Oyster",NA,"",14.8,115.29,"","7/10/23",39.2486073,-75.3725151,"16' Trawl","21","DNREC","RW",-18.897701,0.142946479,46.8250233,0.215561019,12.64854658,0.220741511,12.6743775,0.068886751,NA,NA,NA,NA,3.694463361,"whole","Chemical","","","","",NA,NA,"Oyster",-19.7044597925,0.888993575537079,12.0724032041667,0.445055403023401,2
"72","Whelk","PL20230202B","PL20230202B",NA,"Pagurus longicarpus","Long-clawed Hermit Crab",NA,"",0,NA,"","7/10/23",39.2486073,-75.3725151,"16' Trawl","21","DNREC","RW",-17.54260149,0.14281402,48.67677328,0.316938537,13.22468996,0.221118376,13.21747452,0.100827068,NA,NA,NA,NA,3.682759001,"eggs","Chemical","","","","",NA,NA,"Long-clawed Hermit Crab",-16.6133161464706,0.718452593364384,11.842859219,0.965767263870509,1
"73","Whelk","LE20230301","LE20230301",NA,"Libinia emarginata","Spider Crab",NA,"",4.1,16.16,"F","7/18/23",39.271,-75.368333,"30' Trawl","21","DNREC","RW",-17.26264638,0.136297144,44.34095368,0.120202242,16.26801965,0.224313081,13.2040615,0.054980783,NA,NA,NA,NA,3.358129898,"body","Chemical","","","","",NA,NA,"Spider Crab",-17.1979489255556,0.522087123927614,13.9878440722222,1.18891687579443,4
"74","Whelk","PH20230101","PH20230101",NA,"Panopeus herbstii","Mud Crab",NA,"",2.7,6.39,"F","7/10/23",39.2486073,-75.3725151,"16' Trawl","21","DNREC","RW",-18.15830198,0.136322814,47.95630727,0.174379972,15.72199754,0.223782356,14.64351204,0.083527742,NA,NA,NA,NA,3.274918416,"claw","Chemical","","","","",NA,NA,"Mud Crab",-16.7086201476923,1.88234326666481,14.6756688027273,1.05970530157732,4
"75","Whelk","CS20211101","CS20211101",NA,"Callinectes sapidus","Blue Crab",NA,"",0,NA,"","9/15/21",39.271,-75.368333,"30' Trawl","21","DNREC","RW",-23.85074433,0.136952611,43.65910995,0.148799496,18.49306213,0.227227676,13.62273779,0.071072325,NA,NA,NA,NA,3.204870461,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"76","Whelk","CS20211501","CS20211501",NA,"Callinectes sapidus","Blue Crab",NA,"",0,NA,"","10/13/21",39.271,-75.368333,"30' Trawl","21","DNREC","RW",-17.08180976,0.13636622,47.80245758,0.172799677,13.09938943,0.22240812,15.09472812,0.086830794,NA,NA,NA,NA,3.166831306,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"77","Whelk","CS20210701","CS20210701",NA,"Callinectes sapidus","Blue Crab",NA,"",0,NA,"","9/9/21",39.1424294,-75.3524398,"16' Trawl","25","DNREC","RW",-18.70905008,0.136438769,48.21436123,0.16236749,15.31140126,0.22418265,15.49333085,0.081404975,NA,NA,NA,NA,3.11194292,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"78","Whelk","PP20230301","PP20230301",NA,"Pagurus pollicaris","Broad-clawed Hermit Crab",NA,"",2,3.11,"","7/18/23",39.174833,-75.275333,"30' Trawl","31","DNREC","RW",-16.0491775,0.136284401,27.74990356,0.248269891,11.71659747,0.221089508,7.485260874,0.051179946,NA,NA,NA,NA,3.707272736,"body","Chemical","","","","",NA,NA,"Broad-clawed Hermit Crab",-17.1053098907692,0.92518548344755,11.8352671115385,1.64763039025059,1
"79","Whelk","PP20230302","PP20230302",NA,"Pagurus pollicaris","Broad-clawed Hermit Crab",NA,"",3.1,8.35,"","7/18/23",39.174833,-75.275333,"30' Trawl","31","DNREC","RW",-17.31079991,0.136298173,35.35917139,0.104060523,12.46639513,0.221493839,9.071989185,0.025991254,NA,NA,NA,NA,3.89762054,"body","Chemical","","","","",NA,NA,"Broad-clawed Hermit Crab",-17.1053098907692,0.92518548344755,11.8352671115385,1.64763039025059,1
"80","Whelk","CS20211201","CS20211201",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","9/15/21",39.174833,-75.275333,"30' Trawl","31","DNREC","RW",-17.26475394,0.136372209,48.24055843,0.167339272,14.75587318,0.223710191,15.40230943,0.08559563,NA,NA,NA,NA,3.132034106,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"81","Whelk","CS20211202","CS20211202",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","9/15/21",39.174833,-75.275333,"30' Trawl","31","DNREC","RW",-17.88098696,0.136396423,49.04622111,0.1666742,13.4529073,0.222672496,14.48047125,0.06114958,NA,NA,NA,NA,3.387059735,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"82","Whelk","IO20230301","IO20230301",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",1.6,1.3,"","7/10/23",39.0878478,-75.2929232,"16' Trawl","32","DNREC","RW",-15.95988879,0.142701749,38.10608047,0.178604246,13.29544441,0.221165856,10.03806214,0.053406043,NA,NA,NA,NA,3.796159051,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"83","Whelk","IO20230302","IO20230302",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",2,1.74,"","7/10/23",39.0878478,-75.2929232,"16' Trawl","32","DNREC","RW",-15.47975657,0.142676978,32.33642281,0.169277276,12.42617545,0.220600716,6.825349261,0.043174155,NA,NA,NA,NA,4.737694962,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"84","Whelk","IO20230303","IO20230303",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",2,1.77,"","7/10/23",39.0878478,-75.2929232,"16' Trawl","32","DNREC","RW",-16.12750147,0.142715305,35.02225597,0.264302359,13.0629655,0.221010833,8.734238892,0.050773499,NA,NA,NA,NA,4.009766209,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"85","Whelk","IO20230304","IO20230304",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",2.2,2.54,"","7/10/23",39.0878478,-75.2929232,"16' Trawl","32","DNREC","RW",-16.42966258,0.142732033,39.08212489,0.176373706,13.24490551,0.221131915,9.651930292,0.043195475,NA,NA,NA,NA,4.049151176,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"86","Whelk","IO20230305","IO20230305",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",2.4,2.35,"","7/10/23",39.0878478,-75.2929232,"16' Trawl","32","DNREC","RW",-16.82975786,0.142763293,36.18973983,0.288050104,13.38641441,0.221227286,9.102612966,0.054485212,NA,NA,NA,NA,3.975752893,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"87","Whelk","PL20230201","PL20230201",NA,"Pagurus longicarpus","Long-clawed Hermit Crab",NA,"",1.9,1.42,"","7/10/23",39.0878478,-75.2929232,"16' Trawl","32","DNREC","RW",-16.90328677,0.142767863,37.47224157,0.221471089,12.59800769,0.220709284,10.92806197,0.045960693,NA,NA,NA,NA,3.428992411,"body","Chemical","","","","",NA,NA,"Long-clawed Hermit Crab",-16.6133161464706,0.718452593364384,11.842859219,0.965767263870509,1
"88","Whelk","PL20230202A","PL20230202A",NA,"Pagurus longicarpus","Long-clawed Hermit Crab",NA,"",2.2,1.74,"F","7/10/23",39.0878478,-75.2929232,"16' Trawl","32","DNREC","RW",-17.52159361,0.142818388,38.61976942,0.340119131,13.29544441,0.221165856,10.66295263,0.054904382,NA,NA,NA,NA,3.621864485,"body","Chemical","","","","",NA,NA,"Long-clawed Hermit Crab",-16.6133161464706,0.718452593364384,11.842859219,0.965767263870509,1
"89","Whelk","CS20210801","CS20210801",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","9/9/21",39.0878478,-75.2929232,"16' Trawl","32","DNREC","RW",-19.04605251,0.136459221,45.62550543,0.15325358,13.03878636,0.222363538,12.31793039,0.047483719,NA,NA,NA,NA,3.703991172,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"90","Whelk","IO20230601","IO20230601",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",2,1.73,"","7/13/23",39.0344092,-75.2817912,"16' Trawl","40","DNREC","RW",-16.3806551,0.14273108,36.4664778,0.227829759,13.63910888,0.221400191,9.327587091,0.04310509,NA,NA,NA,NA,3.909529597,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"91","Whelk","CS20220201","CS20220201",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","5/2/22",39.0344092,-75.2817912,"16' Trawl","40","DNREC","RW",-18.14096026,0.136408507,47.40784709,0.204459448,13.70542007,0.22286584,14.13726056,0.087545265,NA,NA,NA,NA,3.353396995,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"92","Whelk","IO20230501","IO20230501",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",1.7,1.63,"","7/13/23",38.9725102,-75.2500518,"16' Trawl","41","DNREC","RW",-15.33075251,0.142669014,34.51650492,0.16673525,11.9308943,0.220296492,7.601291209,0.038628273,NA,NA,NA,NA,4.540873908,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"93","Whelk","PL20230601","PL20230601",NA,"Pagurus longicarpus","Long-clawed Hermit Crab",NA,"",1.9,1.46,"","7/13/23",38.9725102,-75.2500518,"16' Trawl","41","DNREC","RW",-16.58781719,0.142743502,37.35641698,0.166408168,12.48682212,0.220638857,11.05830261,0.061138532,NA,NA,NA,NA,3.378133,"body","Chemical","","","","",NA,NA,"Long-clawed Hermit Crab",-16.6133161464706,0.718452593364384,11.842859219,0.965767263870509,1
"94","Whelk","H20230101","H20230101",NA,"Hydroid","Animal Grass",NA,"",NA,0.61,"","6/1/23",38.9725102,-75.2500518,"16' Trawl","41","DNREC","RW",-19.97480466,0.143072869,40.6354151,0.239289337,10.95043979,0.219732554,11.87584269,0.050096307,NA,NA,NA,NA,3.421686877,"whole","Chemical","","","","",NA,NA,"Animal Grass",-19.26980183,0.997024563697413,10.763445885,0.264449316532107,2
"95","Whelk","LE20230401","LE20230401",NA,"Libinia emarginata","Spider Crab",NA,"",4.5,28.56,"M","7/18/23",39.0975,-75.245833,"30' Trawl","41","DNREC","RW",-16.34772936,0.136285184,45.16263566,0.123252331,14.50996774,0.222871295,13.6798957,0.059471277,NA,NA,NA,NA,3.301387426,"body","Chemical","","","","",NA,NA,"Spider Crab",-17.1979489255556,0.522087123927614,13.9878440722222,1.18891687579443,4
"96","Whelk","LE20230402","LE20230402",NA,"Libinia emarginata","Spider Crab",NA,"",4.2,29.66,"F","7/18/23",39.0975,-75.245833,"30' Trawl","41","DNREC","RW",-16.69443476,0.136288019,45.8714231,0.130835516,14.82738193,0.223161676,13.21950504,0.042884477,NA,NA,NA,NA,3.469980379,"body","Chemical","","","","",NA,NA,"Spider Crab",-17.1979489255556,0.522087123927614,13.9878440722222,1.18891687579443,4
"97","Whelk","LE20230403","LE20230403",NA,"Libinia emarginata","Spider Crab",NA,"",4.5,34.41,"F","7/18/23",39.0975,-75.245833,"30' Trawl","41","DNREC","RW",-17.21449285,0.136296155,45.28723428,0.148312742,14.04590792,0.222501632,12.88565847,0.062167678,NA,NA,NA,NA,3.5145456,"body","Chemical","","","","",NA,NA,"Spider Crab",-17.1979489255556,0.522087123927614,13.9878440722222,1.18891687579443,4
"98","Whelk","CS20211301","CS20211301",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","9/15/21",39.0975,-75.245833,"30' Trawl","41","DNREC","RW",-17.5150986,0.136381294,47.65982401,0.193619363,13.78622415,0.2229285,15.34262477,0.099372194,NA,NA,NA,NA,3.106367049,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"99","Whelk","CS20220401","CS20220401",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","5/17/22",38.9725102,-75.2500518,"","41","DNREC","RW",-17.7269287,0.136389785,45.01851125,0.196392357,13.5438119,0.222741668,14.08917118,0.09287833,NA,NA,NA,NA,3.195256179,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"100","Whelk","PL20230401","PL20230401",NA,"Pagurus longicarpus","Long-clawed Hermit Crab",NA,"",2.5,8.13,"","7/13/23",39.001648,-75.2823373,"16' Trawl","48","DNREC","RW",-16.97801889,0.142772265,38.98557843,0.176984772,12.70919325,0.220780361,11.0272495,0.053389868,NA,NA,NA,NA,3.53538554,"body","Chemical","","","","",NA,NA,"Long-clawed Hermit Crab",-16.6133161464706,0.718452593364384,11.842859219,0.965767263870509,1
"101","Whelk","PL20230301","PL20230301",NA,"Pagurus longicarpus","Long-clawed Hermit Crab",NA,"",2,1.56,"","7/13/23",39.038,-75.3315,"16' Trawl","49","DNREC","RW",-15.71130091,0.142691791,30.6292405,0.344532732,11.63776873,0.220122548,8.380005042,0.057217814,NA,NA,NA,NA,3.655038433,"body","Chemical","","","","",NA,NA,"Long-clawed Hermit Crab",-16.6133161464706,0.718452593364384,11.842859219,0.965767263870509,1
"102","Whelk","CS20210901","CS20210901",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","9/14/21",38.991667,-75.255667,"30' Trawl","51","DNREC","RW",-16.84109374,0.136359177,49.55102094,0.232047408,13.61451547,0.222795804,15.71280084,0.109905133,NA,NA,NA,NA,3.153544773,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"103","Whelk","CS20211601","CS20211601",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","10/13/21",38.991667,-75.255667,"30' Trawl","51","DNREC","RW",-18.50684862,0.136427391,50.24857514,0.169703154,13.38220373,0.222619032,13.64907441,0.055877634,NA,NA,NA,NA,3.681463932,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"104","Whelk","CS20212001","CS20212001",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","11/2/21",38.991667,-75.255667,"30' Trawl","51","DNREC","RW",-17.38992627,0.136376623,46.78787982,0.200575341,13.74582211,0.222897122,15.04825987,0.100947367,NA,NA,NA,NA,3.109188719,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"105","Whelk","CS20220501","CS20220501",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","6/15/22",38.991667,-75.255667,"30' Trawl","51","DNREC","RW",-16.77369325,0.136357376,46.87146061,0.161336686,14.37205377,0.223394217,13.63872494,0.065351107,NA,NA,NA,NA,3.436645346,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"106","Whelk","CS20211701","CS20211701",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","10/13/21",39.020833,-75.188667,"30' Trawl","52","DNREC","RW",-17.14921025,0.136368363,49.03654792,0.175671563,13.47310832,0.222687826,14.76708909,0.078859796,NA,NA,NA,NA,3.320664459,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"107","Whelk","CS20211702","CS20211702",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","10/13/21",39.020833,-75.188667,"30' Trawl","52","DNREC","RW",-16.80257918,0.136358139,48.58366409,0.165276688,12.77617309,0.22217286,15.3348726,0.081006301,NA,NA,NA,NA,3.168181788,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"108","Whelk","CS20212301","CS20212301",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","12/2/21",39.020833,-75.188667,"30' Trawl","52","DNREC","RW",-17.92913016,0.136398577,48.30427986,0.162631886,13.49330934,0.222703179,14.08954634,0.060216713,NA,NA,NA,NA,3.428377231,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"109","Whelk","CS20220301","CS20220301",NA,"Callinectes sapidus","Blue Crab",NA,"",NA,NA,"","5/2/22",38.978667,-75.2965,"16' Trawl","55","DNREC","RW",-18.40093357,0.136421699,46.57331208,0.157244101,14.89728033,0.223828759,14.11500126,0.063378944,NA,NA,NA,NA,3.299561313,"claw","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"110","Whelk","PL20230701","PL20230701",NA,"Pagurus longicarpus","Long-clawed Hermit Crab",NA,"",1.1,1.19,"","7/13/23",38.8945536,-75.1499479,"16' Trawl","62","DNREC","RW",-16.89815049,0.142768894,31.72748114,0.303866922,11.7893854,0.220211951,8.938428462,0.047364538,NA,NA,NA,NA,3.549559218,"body","Chemical","","","","",NA,NA,"Long-clawed Hermit Crab",-16.6133161464706,0.718452593364384,11.842859219,0.965767263870509,1
"111","Whelk","PL20230702","PL20230702",NA,"Pagurus longicarpus","Long-clawed Hermit Crab",NA,"",1,0.23,"","7/13/23",38.8945536,-75.1499479,"16' Trawl","62","DNREC","RW",-16.25371384,0.142724441,26.34923501,0.295683722,12.00164875,0.22033916,7.101057359,0.050440451,NA,NA,NA,NA,3.710607263,"body","Chemical","","","","",NA,NA,"Long-clawed Hermit Crab",-16.6133161464706,0.718452593364384,11.842859219,0.965767263870509,1
"112","Whelk","CF20230201","CF20230201",NA,"Crepidula fornicata","Limpet",NA,"",0.8,0.04,"","7/13/23",38.8945536,-75.1499479,"16' Trawl","62","DNREC","RW",-18.56279161,0.136338934,41.27459053,0.156839108,10.96502705,0.220595056,10.86824658,0.033476823,NA,NA,NA,NA,3.797723049,"whole","Chemical","","","","",NA,NA,"Limpet",-18.725185894,0.660556557386974,10.2781191987,0.441661129624118,2
"113","Whelk","CF20230202","CF20230202",NA,"Crepidula fornicata","Limpet",NA,"",0.8,0.06,"","7/13/23",38.8945536,-75.1499479,"16' Trawl","62","DNREC","RW",-18.60131443,0.136340616,40.68825296,0.13854238,11.026934,0.220631172,10.21904032,0.031730792,NA,NA,NA,NA,3.981611939,"whole","Chemical","","","","",NA,NA,"Limpet",-18.725185894,0.660556557386974,10.2781191987,0.441661129624118,2
